Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage (kWh),ELECTRICITY NEEDED,EXCESS SOLAR,BATTERY LEVELS,ELECTRICITY PROVIDE BY BAT,ELECTRICT BILL LESS BAT
22,10 01 2020 22:00,0.0060000 ,2.8920000 ,2.8860000 ,0,0,0.0000000 ,2.8860000 
23,10 01 2020 23:00,0.0000000 ,1.9478052 ,1.9478052 ,0,0,0.0000000 ,1.9478052 
0,11 01 2020 00:00,0.0000000 ,1.9378062 ,1.9378062 ,0,0,0.0000000 ,1.9378062 
1,11 01 2020 01:00,0.0000000 ,0.5359464 ,0.5359464 ,0,0,0.0000000 ,0.5359464 
2,11 01 2020 02:00,0.0000000 ,0.2959704 ,0.2959704 ,0,0,0.0000000 ,0.2959704 
3,11 01 2020 03:00,0.0000000 ,0.4530000 ,0.4530000 ,0,0,0.0000000 ,0.4530000 
4,11 01 2020 04:00,0.0000000 ,0.2160000 ,0.2160000 ,0,0,0.0000000 ,0.2160000 
5,11 01 2020 05:00,0.0150000 ,0.2370000 ,0.2220000 ,0,0,0.0000000 ,0.2220000 
6,11 01 2020 06:00,0.0060000 ,0.2160000 ,0.2100000 ,0,0,0.0000000 ,0.2100000 
7,11 01 2020 07:00,0.0210000 ,0.6240000 ,0.6030000 ,0,0,0.0000000 ,0.6030000 
8,11 01 2020 08:00,0.0120000 ,3.6300000 ,3.6180000 ,0,0,0.0000000 ,3.6180000 
9,11 01 2020 09:00,0.1650000 ,8.6460000 ,8.4810000 ,0,0,0.0000000 ,8.4810000 
10,11 01 2020 10:00,0.3240000 ,0.5700000 ,0.2460000 ,0,0,0.0000000 ,0.2460000 
11,11 01 2020 11:00,0.6870000 ,0.4530000 ,0.0000000 ,0.234,0.234,0.0000000 ,0.0000000 
12,11 01 2020 12:00,0.2460000 ,0.4470000 ,0.2010000 ,0,0.033,0.2010000 ,0.0000000 
13,11 01 2020 13:00,0.6270000 ,0.4140000 ,0.0000000 ,0.213,0.246,0.0000000 ,0.0000000 
14,11 01 2020 14:00,0.5820000 ,2.3340000 ,1.7520000 ,0,0,0.2460000 ,1.5060000 
15,11 01 2020 15:00,0.1860000 ,1.1280000 ,0.9420000 ,0,0,0.0000000 ,0.9420000 
16,11 01 2020 16:00,0.0360000 ,0.6780000 ,0.6420000 ,0,0,0.0000000 ,0.6420000 
17,11 01 2020 17:00,0.0180000 ,0.6270000 ,0.6090000 ,0,0,0.0000000 ,0.6090000 
18,11 01 2020 18:00,0.0030000 ,14.1372000 ,14.1342000 ,0,0,0.0000000 ,14.1342000 
19,11 01 2020 19:00,0.0030000 ,3.1548000 ,3.1518000 ,0,0,0.0000000 ,3.1518000 
20,11 01 2020 20:00,0.0120000 ,2.9568000 ,2.9448000 ,0,0,0.0000000 ,2.9448000 
21,11 01 2020 21:00,0.0120000 ,6.0660000 ,6.0540000 ,0,0,0.0000000 ,6.0540000 
22,11 01 2020 22:00,0.0150000 ,1.8720000 ,1.8570000 ,0,0,0.0000000 ,1.8570000 
23,11 01 2020 23:00,0.0000000 ,1.0118988 ,1.0118988 ,0,0,0.0000000 ,1.0118988 
0,12 01 2020 00:00,0.0000000 ,0.6699330 ,0.6699330 ,0,0,0.0000000 ,0.6699330 
1,12 01 2020 01:00,0.0000000 ,1.1418858 ,1.1418858 ,0,0,0.0000000 ,1.1418858 
2,12 01 2020 02:00,0.0000000 ,1.1378862 ,1.1378862 ,0,0,0.0000000 ,1.1378862 
3,12 01 2020 03:00,0.0000000 ,0.4260000 ,0.4260000 ,0,0,0.0000000 ,0.4260000 
4,12 01 2020 04:00,0.0000000 ,0.1890000 ,0.1890000 ,0,0,0.0000000 ,0.1890000 
5,12 01 2020 05:00,0.0060000 ,0.2130000 ,0.2070000 ,0,0,0.0000000 ,0.2070000 
6,12 01 2020 06:00,0.0030000 ,0.2040000 ,0.2010000 ,0,0,0.0000000 ,0.2010000 
7,12 01 2020 07:00,0.0090000 ,0.5070000 ,0.4980000 ,0,0,0.0000000 ,0.4980000 
8,12 01 2020 08:00,0.0120000 ,1.8330000 ,1.8210000 ,0,0,0.0000000 ,1.8210000 
9,12 01 2020 09:00,0.5820000 ,0.6900000 ,0.1080000 ,0,0,0.0000000 ,0.1080000 
10,12 01 2020 10:00,0.9510000 ,0.4440000 ,0.0000000 ,0.507,0.507,0.0000000 ,0.0000000 
11,12 01 2020 11:00,3.3150000 ,0.3870000 ,0.0000000 ,2.928,3.435,0.0000000 ,0.0000000 
12,12 01 2020 12:00,5.2140000 ,0.4800000 ,0.0000000 ,4.734,8.169,0.0000000 ,0.0000000 
13,12 01 2020 13:00,4.8480000 ,0.5730000 ,0.0000000 ,4.275,12.444,0.0000000 ,0.0000000 
14,12 01 2020 14:00,0.7770000 ,0.4590000 ,0.0000000 ,0.318,12.5,0.0000000 ,0.0000000 
15,12 01 2020 15:00,0.4110000 ,0.2460000 ,0.0000000 ,0.165,12.5,0.0000000 ,0.0000000 
16,12 01 2020 16:00,0.0600000 ,0.3630000 ,0.3030000 ,0,12.197,0.3030000 ,-0.0000000 
17,12 01 2020 17:00,0.0150000 ,0.7200000 ,0.7050000 ,0,11.492,0.7050000 ,0.0000000 
18,12 01 2020 18:00,0.0030000 ,14.9358000 ,14.9328000 ,0,0,11.4920000 ,3.4408000 
19,12 01 2020 19:00,0.0120000 ,4.0656000 ,4.0536000 ,0,0,0.0000000 ,4.0536000 
20,12 01 2020 20:00,0.0000000 ,3.2142000 ,3.2142000 ,0,0,0.0000000 ,3.2142000 
21,12 01 2020 21:00,0.0060000 ,1.5180000 ,1.5120000 ,0,0,0.0000000 ,1.5120000 
22,12 01 2020 22:00,0.0150000 ,1.6230000 ,1.6080000 ,0,0,0.0000000 ,1.6080000 
23,12 01 2020 23:00,0.0000000 ,1.1578842 ,1.1578842 ,0,0,0.0000000 ,1.1578842 
0,13 01 2020 00:00,0.0000000 ,1.6800000 ,1.6800000 ,0,0,0.0000000 ,1.6800000 
1,13 01 2020 01:00,0.0000000 ,1.6558344 ,1.6558344 ,0,0,0.0000000 ,1.6558344 
2,13 01 2020 02:00,0.0000000 ,0.1219878 ,0.1219878 ,0,0,0.0000000 ,0.1219878 
3,13 01 2020 03:00,0.0000000 ,0.1830000 ,0.1830000 ,0,0,0.0000000 ,0.1830000 
4,13 01 2020 04:00,0.0000000 ,0.1900000 ,0.1900000 ,0,0,0.0000000 ,0.1900000 
5,13 01 2020 05:00,0.0090000 ,0.2160000 ,0.2070000 ,0,0,0.0000000 ,0.2070000 
6,13 01 2020 06:00,0.0180000 ,0.2250000 ,0.2070000 ,0,0,0.0000000 ,0.2070000 
7,13 01 2020 07:00,0.0180000 ,0.2310000 ,0.2130000 ,0,0,0.0000000 ,0.2130000 
8,13 01 2020 08:00,0.0030000 ,0.8670000 ,0.8640000 ,0,0,0.0000000 ,0.8640000 
9,13 01 2020 09:00,0.3240000 ,1.7430000 ,1.4190000 ,0,0,0.0000000 ,1.4190000 
10,13 01 2020 10:00,1.1280000 ,1.1730000 ,0.0450000 ,0,0,0.0000000 ,0.0450000 
11,13 01 2020 11:00,0.4740000 ,0.5520000 ,0.0780000 ,0,0,0.0000000 ,0.0780000 
12,13 01 2020 12:00,0.3300000 ,0.4410000 ,0.1110000 ,0,0,0.0000000 ,0.1110000 
13,13 01 2020 13:00,0.5640000 ,0.8280000 ,0.2640000 ,0,0,0.0000000 ,0.2640000 
14,13 01 2020 14:00,0.1950000 ,1.3380000 ,1.1430000 ,0,0,0.0000000 ,1.1430000 
15,13 01 2020 15:00,0.0840000 ,1.2600000 ,1.1760000 ,0,0,0.0000000 ,1.1760000 
16,13 01 2020 16:00,0.0360000 ,1.8750000 ,1.8390000 ,0,0,0.0000000 ,1.8390000 
17,13 01 2020 17:00,0.0000000 ,2.2650000 ,2.2650000 ,0,0,0.0000000 ,2.2650000 
18,13 01 2020 18:00,0.0030000 ,3.4386000 ,3.4356000 ,0,0,0.0000000 ,3.4356000 
19,13 01 2020 19:00,0.0150000 ,11.2992000 ,11.2842000 ,0,0,0.0000000 ,11.2842000 
20,13 01 2020 20:00,0.0000000 ,15.4242000 ,15.4242000 ,0,0,0.0000000 ,15.4242000 
21,13 01 2020 21:00,0.0090000 ,1.3080000 ,1.2990000 ,0,0,0.0000000 ,1.2990000 
22,13 01 2020 22:00,0.0120000 ,3.1470000 ,3.1350000 ,0,0,0.0000000 ,3.1350000 
23,13 01 2020 23:00,0.0000000 ,2.1977802 ,2.1977802 ,0,0,0.0000000 ,2.1977802 
0,14 01 2020 00:00,0.0000000 ,2.2397760 ,2.2397760 ,0,0,0.0000000 ,2.2397760 
1,14 01 2020 01:00,0.0000000 ,0.8159184 ,0.8159184 ,0,0,0.0000000 ,0.8159184 
2,14 01 2020 02:00,0.0000000 ,0.2199780 ,0.2199780 ,0,0,0.0000000 ,0.2199780 
3,14 01 2020 03:00,0.0000000 ,0.3090000 ,0.3090000 ,0,0,0.0000000 ,0.3090000 
4,14 01 2020 04:00,0.0000000 ,0.3240000 ,0.3240000 ,0,0,0.0000000 ,0.3240000 
5,14 01 2020 05:00,0.0030000 ,0.5790000 ,0.5760000 ,0,0,0.0000000 ,0.5760000 
6,14 01 2020 06:00,0.0120000 ,0.2250000 ,0.2130000 ,0,0,0.0000000 ,0.2130000 
7,14 01 2020 07:00,0.0150000 ,0.2370000 ,0.2220000 ,0,0,0.0000000 ,0.2220000 
8,14 01 2020 08:00,0.0120000 ,0.5160000 ,0.5040000 ,0,0,0.0000000 ,0.5040000 
9,14 01 2020 09:00,0.0000000 ,7.3080000 ,7.3080000 ,0,0,0.0000000 ,7.3080000 
10,14 01 2020 10:00,0.2100000 ,2.4690000 ,2.2590000 ,0,0,0.0000000 ,2.2590000 
11,14 01 2020 11:00,0.3870000 ,2.7750000 ,2.3880000 ,0,0,0.0000000 ,2.3880000 
12,14 01 2020 12:00,0.3720000 ,8.2620000 ,7.8900000 ,0,0,0.0000000 ,7.8900000 
13,14 01 2020 13:00,0.3810000 ,8.4090000 ,8.0280000 ,0,0,0.0000000 ,8.0280000 
14,14 01 2020 14:00,0.8610000 ,2.7990000 ,1.9380000 ,0,0,0.0000000 ,1.9380000 
15,14 01 2020 15:00,0.3240000 ,3.0210000 ,2.6970000 ,0,0,0.0000000 ,2.6970000 
16,14 01 2020 16:00,0.0840000 ,2.5230000 ,2.4390000 ,0,0,0.0000000 ,2.4390000 
17,14 01 2020 17:00,0.0000000 ,2.6760000 ,2.6760000 ,0,0,0.0000000 ,2.6760000 
18,14 01 2020 18:00,0.0060000 ,4.6068000 ,4.6008000 ,0,0,0.0000000 ,4.6008000 
19,14 01 2020 19:00,0.0030000 ,3.1086000 ,3.1056000 ,0,0,0.0000000 ,3.1056000 
20,14 01 2020 20:00,0.0120000 ,4.0260000 ,4.0140000 ,0,0,0.0000000 ,4.0140000 
21,14 01 2020 21:00,0.0090000 ,1.9350000 ,1.9260000 ,0,0,0.0000000 ,1.9260000 
22,14 01 2020 22:00,0.0090000 ,1.4850000 ,1.4760000 ,0,0,0.0000000 ,1.4760000 
23,14 01 2020 23:00,0.0000000 ,1.1818818 ,1.1818818 ,0,0,0.0000000 ,1.1818818 
0,15 01 2020 00:00,0.0000000 ,0.9099090 ,0.9099090 ,0,0,0.0000000 ,0.9099090 
1,15 01 2020 01:00,0.0000000 ,0.3119688 ,0.3119688 ,0,0,0.0000000 ,0.3119688 
2,15 01 2020 02:00,0.0000000 ,0.1199880 ,0.1199880 ,0,0,0.0000000 ,0.1199880 
3,15 01 2020 03:00,0.0000000 ,0.1980000 ,0.1980000 ,0,0,0.0000000 ,0.1980000 
4,15 01 2020 04:00,0.0000000 ,0.2100000 ,0.2100000 ,0,0,0.0000000 ,0.2100000 
5,15 01 2020 05:00,0.0090000 ,0.5040000 ,0.4950000 ,0,0,0.0000000 ,0.4950000 
6,15 01 2020 06:00,0.0150000 ,0.4560000 ,0.4410000 ,0,0,0.0000000 ,0.4410000 
7,15 01 2020 07:00,0.0030000 ,0.6090000 ,0.6060000 ,0,0,0.0000000 ,0.6060000 
8,15 01 2020 08:00,0.0030000 ,1.4880000 ,1.4850000 ,0,0,0.0000000 ,1.4850000 
9,15 01 2020 09:00,0.0090000 ,0.4620000 ,0.4530000 ,0,0,0.0000000 ,0.4530000 
10,15 01 2020 10:00,0.3480000 ,0.2400000 ,0.0000000 ,0.108,0.108,0.0000000 ,0.0000000 
11,15 01 2020 11:00,0.4170000 ,0.2520000 ,0.0000000 ,0.165,0.273,0.0000000 ,0.0000000 
12,15 01 2020 12:00,0.3330000 ,0.2280000 ,0.0000000 ,0.105,0.378,0.0000000 ,0.0000000 
13,15 01 2020 13:00,0.3300000 ,0.4890000 ,0.1590000 ,0,0.219,0.1590000 ,0.0000000 
14,15 01 2020 14:00,0.3720000 ,0.3270000 ,0.0000000 ,0.045,0.264,0.0000000 ,0.0000000 
15,15 01 2020 15:00,0.0870000 ,0.3540000 ,0.2670000 ,0,0,0.2640000 ,0.0030000 
16,15 01 2020 16:00,0.0690000 ,0.3690000 ,0.3000000 ,0,0,0.0000000 ,0.3000000 
17,15 01 2020 17:00,0.0120000 ,0.6000000 ,0.5880000 ,0,0,0.0000000 ,0.5880000 
18,15 01 2020 18:00,0.0090000 ,5.1282000 ,5.1192000 ,0,0,0.0000000 ,5.1192000 
19,15 01 2020 19:00,0.0030000 ,2.6136000 ,2.6106000 ,0,0,0.0000000 ,2.6106000 
20,15 01 2020 20:00,0.0120000 ,6.8046000 ,6.7926000 ,0,0,0.0000000 ,6.7926000 
21,15 01 2020 21:00,0.0090000 ,3.0120000 ,3.0030000 ,0,0,0.0000000 ,3.0030000 
22,15 01 2020 22:00,0.0000000 ,2.8170000 ,2.8170000 ,0,0,0.0000000 ,2.8170000 
23,15 01 2020 23:00,0.0000000 ,0.7899210 ,0.7899210 ,0,0,0.0000000 ,0.7899210 
0,16 01 2020 00:00,0.0000000 ,0.8339166 ,0.8339166 ,0,0,0.0000000 ,0.8339166 
1,16 01 2020 01:00,0.0000000 ,0.3899610 ,0.3899610 ,0,0,0.0000000 ,0.3899610 
2,16 01 2020 02:00,0.0000000 ,0.1979802 ,0.1979802 ,0,0,0.0000000 ,0.1979802 
3,16 01 2020 03:00,0.0000000 ,0.2880000 ,0.2880000 ,0,0,0.0000000 ,0.2880000 
4,16 01 2020 04:00,0.0000000 ,0.2880000 ,0.2880000 ,0,0,0.0000000 ,0.2880000 
5,16 01 2020 05:00,0.0030000 ,0.2190000 ,0.2160000 ,0,0,0.0000000 ,0.2160000 
6,16 01 2020 06:00,0.0000000 ,0.2130000 ,0.2130000 ,0,0,0.0000000 ,0.2130000 
7,16 01 2020 07:00,0.0000000 ,0.8370000 ,0.8370000 ,0,0,0.0000000 ,0.8370000 
8,16 01 2020 08:00,0.0090000 ,1.8150000 ,1.8060000 ,0,0,0.0000000 ,1.8060000 
9,16 01 2020 09:00,0.4530000 ,0.2580000 ,0.0000000 ,0.195,0.195,0.0000000 ,0.0000000 
10,16 01 2020 10:00,1.2450000 ,0.2040000 ,0.0000000 ,1.041,1.236,0.0000000 ,0.0000000 
11,16 01 2020 11:00,3.7470000 ,0.1530000 ,0.0000000 ,3.594,4.83,0.0000000 ,0.0000000 
12,16 01 2020 12:00,5.0250000 ,0.4590000 ,0.0000000 ,4.566,9.396,0.0000000 ,0.0000000 
13,16 01 2020 13:00,0.8940000 ,0.4470000 ,0.0000000 ,0.447,9.843,0.0000000 ,0.0000000 
14,16 01 2020 14:00,3.1200000 ,0.1170000 ,0.0000000 ,3.003,12.5,0.0000000 ,0.0000000 
15,16 01 2020 15:00,0.3870000 ,8.2530000 ,7.8660000 ,0,4.634,7.8660000 ,0.0000000 
16,16 01 2020 16:00,0.1050000 ,0.2610000 ,0.1560000 ,0,4.478,0.1560000 ,0.0000000 
17,16 01 2020 17:00,0.0090000 ,5.2290000 ,5.2200000 ,0,0,4.4780000 ,0.7420000 
18,16 01 2020 18:00,0.0030000 ,12.6786000 ,12.6756000 ,0,0,0.0000000 ,12.6756000 
19,16 01 2020 19:00,0.0120000 ,3.0030000 ,2.9910000 ,0,0,0.0000000 ,2.9910000 
20,16 01 2020 20:00,0.0030000 ,2.7786000 ,2.7756000 ,0,0,0.0000000 ,2.7756000 
21,16 01 2020 21:00,0.0030000 ,1.4880000 ,1.4850000 ,0,0,0.0000000 ,1.4850000 
22,16 01 2020 22:00,0.0000000 ,1.7730000 ,1.7730000 ,0,0,0.0000000 ,1.7730000 
23,16 01 2020 23:00,0.0000000 ,1.1978802 ,1.1978802 ,0,0,0.0000000 ,1.1978802 
0,17 01 2020 00:00,0.0000000 ,0.5899410 ,0.5899410 ,0,0,0.0000000 ,0.5899410 
1,17 01 2020 01:00,0.0000000 ,0.1539846 ,0.1539846 ,0,0,0.0000000 ,0.1539846 
2,17 01 2020 02:00,0.0000000 ,0.5519448 ,0.5519448 ,0,0,0.0000000 ,0.5519448 
3,17 01 2020 03:00,0.0000000 ,0.2070000 ,0.2070000 ,0,0,0.0000000 ,0.2070000 
4,17 01 2020 04:00,0.0000000 ,0.2850000 ,0.2850000 ,0,0,0.0000000 ,0.2850000 
5,17 01 2020 05:00,0.0060000 ,0.3090000 ,0.3030000 ,0,0,0.0000000 ,0.3030000 
6,17 01 2020 06:00,0.0090000 ,0.5640000 ,0.5550000 ,0,0,0.0000000 ,0.5550000 
7,17 01 2020 07:00,0.0060000 ,0.5790000 ,0.5730000 ,0,0,0.0000000 ,0.5730000 
8,17 01 2020 08:00,0.0060000 ,7.4850000 ,7.4790000 ,0,0,0.0000000 ,7.4790000 
9,17 01 2020 09:00,0.5610000 ,7.0800000 ,6.5190000 ,0,0,0.0000000 ,6.5190000 
10,17 01 2020 10:00,1.6140000 ,0.3270000 ,0.0000000 ,1.287,1.287,0.0000000 ,0.0000000 
11,17 01 2020 11:00,3.7020000 ,0.1710000 ,0.0000000 ,3.531,4.818,0.0000000 ,0.0000000 
12,17 01 2020 12:00,5.0760000 ,0.0840000 ,0.0000000 ,4.992,9.81,0.0000000 ,0.0000000 
13,17 01 2020 13:00,4.5540000 ,0.3780000 ,0.0000000 ,4.176,12.5,0.0000000 ,0.0000000 
14,17 01 2020 14:00,1.0200000 ,0.4320000 ,0.0000000 ,0.588,12.5,0.0000000 ,0.0000000 
15,17 01 2020 15:00,0.5490000 ,0.4110000 ,0.0000000 ,0.138,12.5,0.0000000 ,0.0000000 
16,17 01 2020 16:00,0.1500000 ,1.0170000 ,0.8670000 ,0,11.633,0.8670000 ,0.0000000 
17,17 01 2020 17:00,0.0210000 ,1.0650000 ,1.0440000 ,0,10.589,1.0440000 ,0.0000000 
18,17 01 2020 18:00,0.0120000 ,8.9826000 ,8.9706000 ,0,1.6184,8.9706000 ,0.0000000 
19,17 01 2020 19:00,0.0090000 ,3.3198000 ,3.3108000 ,0,0,1.6184000 ,1.6924000 
20,17 01 2020 20:00,0.0120000 ,15.5166000 ,15.5046000 ,0,0,0.0000000 ,15.5046000 
21,17 01 2020 21:00,0.0060000 ,2.4360000 ,2.4300000 ,0,0,0.0000000 ,2.4300000 
22,17 01 2020 22:00,0.0060000 ,1.1160000 ,1.1100000 ,0,0,0.0000000 ,1.1100000 
23,17 01 2020 23:00,0.0000000 ,0.9419058 ,0.9419058 ,0,0,0.0000000 ,0.9419058 
0,18 01 2020 00:00,0.0000000 ,0.8879112 ,0.8879112 ,0,0,0.0000000 ,0.8879112 
1,18 01 2020 01:00,0.0000000 ,0.4719528 ,0.4719528 ,0,0,0.0000000 ,0.4719528 
2,18 01 2020 02:00,0.0000000 ,0.3599640 ,0.3599640 ,0,0,0.0000000 ,0.3599640 
3,18 01 2020 03:00,0.0000000 ,0.5040000 ,0.5040000 ,0,0,0.0000000 ,0.5040000 
4,18 01 2020 04:00,0.0000000 ,0.2850000 ,0.2850000 ,0,0,0.0000000 ,0.2850000 
5,18 01 2020 05:00,0.0090000 ,0.3090000 ,0.3000000 ,0,0,0.0000000 ,0.3000000 
6,18 01 2020 06:00,0.0000000 ,0.3060000 ,0.3060000 ,0,0,0.0000000 ,0.3060000 
7,18 01 2020 07:00,0.0060000 ,0.5910000 ,0.5850000 ,0,0,0.0000000 ,0.5850000 
8,18 01 2020 08:00,0.0090000 ,9.4920000 ,9.4830000 ,0,0,0.0000000 ,9.4830000 
9,18 01 2020 09:00,0.6570000 ,0.8670000 ,0.2100000 ,0,0,0.0000000 ,0.2100000 
10,18 01 2020 10:00,1.4100000 ,8.7720000 ,7.3620000 ,0,0,0.0000000 ,7.3620000 
11,18 01 2020 11:00,1.6350000 ,5.3940000 ,3.7590000 ,0,0,0.0000000 ,3.7590000 
12,18 01 2020 12:00,5.5260000 ,0.6600000 ,0.0000000 ,4.866,4.866,0.0000000 ,0.0000000 
13,18 01 2020 13:00,3.8490000 ,4.3560000 ,0.5070000 ,0,4.359,0.5070000 ,0.0000000 
14,18 01 2020 14:00,0.4020000 ,0.3240000 ,0.0000000 ,0.078,4.437,0.0000000 ,0.0000000 
15,18 01 2020 15:00,0.4020000 ,0.5370000 ,0.1350000 ,0,4.302,0.1350000 ,0.0000000 
16,18 01 2020 16:00,0.0690000 ,0.6030000 ,0.5340000 ,0,3.768,0.5340000 ,0.0000000 
17,18 01 2020 17:00,0.0030000 ,8.7660000 ,8.7630000 ,0,0,3.7680000 ,4.9950000 
18,18 01 2020 18:00,0.0090000 ,1.6104000 ,1.6014000 ,0,0,0.0000000 ,1.6014000 
19,18 01 2020 19:00,0.0210000 ,3.5970000 ,3.5760000 ,0,0,0.0000000 ,3.5760000 
20,18 01 2020 20:00,0.0210000 ,2.1582000 ,2.1372000 ,0,0,0.0000000 ,2.1372000 
21,18 01 2020 21:00,0.0000000 ,0.8490000 ,0.8490000 ,0,0,0.0000000 ,0.8490000 
22,18 01 2020 22:00,0.0120000 ,1.6980000 ,1.6860000 ,0,0,0.0000000 ,1.6860000 
23,18 01 2020 23:00,0.0000000 ,1.2735000 ,1.2735000 ,0,0,0.0000000 ,1.2735000 
0,19 01 2020 00:00,0.0000000 ,0.7159284 ,0.7159284 ,0,0,0.0000000 ,0.7159284 
1,19 01 2020 01:00,0.0000000 ,0.2739726 ,0.2739726 ,0,0,0.0000000 ,0.2739726 
2,19 01 2020 02:00,0.0000000 ,0.1159884 ,0.1159884 ,0,0,0.0000000 ,0.1159884 
3,19 01 2020 03:00,0.0000000 ,0.1860000 ,0.1860000 ,0,0,0.0000000 ,0.1860000 
4,19 01 2020 04:00,0.0000000 ,0.3630000 ,0.3630000 ,0,0,0.0000000 ,0.3630000 
5,19 01 2020 05:00,0.0120000 ,0.6300000 ,0.6180000 ,0,0,0.0000000 ,0.6180000 
6,19 01 2020 06:00,0.0150000 ,7.5330000 ,7.5180000 ,0,0,0.0000000 ,7.5180000 
7,19 01 2020 07:00,0.2100000 ,2.3940000 ,2.1840000 ,0,0,0.0000000 ,2.1840000 
8,19 01 2020 08:00,0.8220000 ,2.6130000 ,1.7910000 ,0,0,0.0000000 ,1.7910000 
9,19 01 2020 09:00,2.0730000 ,0.8520000 ,0.0000000 ,1.221,1.221,0.0000000 ,0.0000000 
10,19 01 2020 10:00,4.9470000 ,0.4350000 ,0.0000000 ,4.512,5.733,0.0000000 ,0.0000000 
11,19 01 2020 11:00,5.2320000 ,1.6560000 ,0.0000000 ,3.576,9.309,0.0000000 ,0.0000000 
12,19 01 2020 12:00,4.4190000 ,2.0580000 ,0.0000000 ,2.361,11.67,0.0000000 ,0.0000000 
13,19 01 2020 13:00,0.3810000 ,0.6450000 ,0.2640000 ,0,11.406,0.2640000 ,0.0000000 
14,19 01 2020 14:00,0.2640000 ,0.6390000 ,0.3750000 ,0,11.031,0.3750000 ,0.0000000 
15,19 01 2020 15:00,0.0390000 ,0.6240000 ,0.5850000 ,0,10.446,0.5850000 ,-0.0000000 
16,19 01 2020 16:00,0.0150000 ,0.5370000 ,0.5220000 ,0,9.924,0.5220000 ,0.0000000 
17,19 01 2020 17:00,0.0120000 ,1.2360000 ,1.2240000 ,0,8.7,1.2240000 ,0.0000000 
18,19 01 2020 18:00,0.0000000 ,2.9040000 ,2.9040000 ,0,5.796,2.9040000 ,0.0000000 
19,19 01 2020 19:00,0.0090000 ,2.7060000 ,2.6970000 ,0,3.099,2.6970000 ,0.0000000 
20,19 01 2020 20:00,0.0060000 ,3.2010000 ,3.1950000 ,0,0,3.0990000 ,0.0960000 
21,19 01 2020 21:00,0.0090000 ,1.3470000 ,1.3380000 ,0,0,0.0000000 ,1.3380000 
22,19 01 2020 22:00,0.0120000 ,1.5810000 ,1.5690000 ,0,0,0.0000000 ,1.5690000 
23,19 01 2020 23:00,0.0000000 ,0.7619238 ,0.7619238 ,0,0,0.0000000 ,0.7619238 
0,20 01 2020 00:00,0.0000000 ,0.3739626 ,0.3739626 ,0,0,0.0000000 ,0.3739626 
1,20 01 2020 01:00,0.0000000 ,0.2919708 ,0.2919708 ,0,0,0.0000000 ,0.2919708 
2,20 01 2020 02:00,0.0000000 ,0.1439856 ,0.1439856 ,0,0,0.0000000 ,0.1439856 
3,20 01 2020 03:00,0.0000000 ,0.2190000 ,0.2190000 ,0,0,0.0000000 ,0.2190000 
4,20 01 2020 04:00,0.0000000 ,0.2200000 ,0.2200000 ,0,0,0.0000000 ,0.2200000 
5,20 01 2020 05:00,0.0000000 ,0.2160000 ,0.2160000 ,0,0,0.0000000 ,0.2160000 
6,20 01 2020 06:00,0.0030000 ,0.2130000 ,0.2100000 ,0,0,0.0000000 ,0.2100000 
7,20 01 2020 07:00,0.0000000 ,2.3160000 ,2.3160000 ,0,0,0.0000000 ,2.3160000 
8,20 01 2020 08:00,0.2220000 ,0.8550000 ,0.6330000 ,0,0,0.0000000 ,0.6330000 
9,20 01 2020 09:00,0.3480000 ,1.8750000 ,1.5270000 ,0,0,0.0000000 ,1.5270000 
10,20 01 2020 10:00,0.8940000 ,0.2940000 ,0.0000000 ,0.6,0.6,0.0000000 ,0.0000000 
11,20 01 2020 11:00,0.5550000 ,0.5310000 ,0.0000000 ,0.024,0.624,0.0000000 ,0.0000000 
12,20 01 2020 12:00,0.2700000 ,9.1500000 ,8.8800000 ,0,0,0.6240000 ,8.2560000 
13,20 01 2020 13:00,0.2520000 ,2.6760000 ,2.4240000 ,0,0,0.0000000 ,2.4240000 
14,20 01 2020 14:00,0.2760000 ,1.0620000 ,0.7860000 ,0,0,0.0000000 ,0.7860000 
15,20 01 2020 15:00,0.0360000 ,0.2910000 ,0.2550000 ,0,0,0.0000000 ,0.2550000 
16,20 01 2020 16:00,0.0030000 ,1.0800000 ,1.0770000 ,0,0,0.0000000 ,1.0770000 
17,20 01 2020 17:00,0.0090000 ,1.3620000 ,1.3530000 ,0,0,0.0000000 ,1.3530000 
18,20 01 2020 18:00,0.0150000 ,23.9118000 ,23.8968000 ,0,0,0.0000000 ,23.8968000 
19,20 01 2020 19:00,0.0030000 ,3.2010000 ,3.1980000 ,0,0,0.0000000 ,3.1980000 
20,20 01 2020 20:00,0.0060000 ,2.8182000 ,2.8122000 ,0,0,0.0000000 ,2.8122000 
21,20 01 2020 21:00,0.0210000 ,1.1970000 ,1.1760000 ,0,0,0.0000000 ,1.1760000 
22,20 01 2020 22:00,0.0090000 ,1.5180000 ,1.5090000 ,0,0,0.0000000 ,1.5090000 
23,20 01 2020 23:00,0.0000000 ,1.0718928 ,1.0718928 ,0,0,0.0000000 ,1.0718928 
0,21 01 2020 00:00,0.0000000 ,0.1479852 ,0.1479852 ,0,0,0.0000000 ,0.1479852 
1,21 01 2020 01:00,0.0000000 ,0.1539846 ,0.1539846 ,0,0,0.0000000 ,0.1539846 
2,21 01 2020 02:00,0.0000000 ,0.1499850 ,0.1499850 ,0,0,0.0000000 ,0.1499850 
